Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Maize,2021,Summer,Punjab,420590.82,2759075.78,1881.61,89.2,0.34,6.56
Cotton(lint),2021,Whole Year,Punjab,191292.97,1050198.41,2128.46,148.75,2.96,5.49
Cotton(lint),2021,Summer,Punjab,269518.83,1026866.74,841.59,42.36,3.3,3.81
Sugarcane,2021,Kharif,Punjab,243894.78,31879486.69,1806.41,42.8,0.86,130.71
Sugarcane,2021,Summer,Punjab,239450.36,29119558.28,1178.14,156.02,0.74,121.61
Soybean,2021,Rabi,Punjab,186015.71,732901.9,1207.72,77.76,3.86,3.94
Soybean,2021,Whole Year,Punjab,276464.93,1000803.05,1492.57,147.46,3.74,3.62
Groundnut,2021,Rabi,Punjab,352258.57,2307293.63,2088.17,150.19,2.96,6.55
Groundnut,2021,Summer,Punjab,123396.13,734206.97,1818.49,179.84,2.79,5.95
Rapeseed &Mustard,2021,Whole Year,Punjab,62451.93,242938.01,1370.54,221.38,4.04,3.89
Rapeseed &Mustard,2021,Summer,Punjab,423524.76,1982095.88,1849.54,208.74,4.21,4.68
Gram,2021,Kharif,Punjab,423551.17,1334186.19,1422.85,84.24,2.94,3.15
Gram,2021,Summer,Punjab,7888.77,31239.53,2169.01,159.76,1.82,3.96
Arhar/Tur,2021,Kharif,Punjab,297901.52,732837.74,1578.61,31.39,2.4,2.46
Arhar/Tur,2021,Whole Year,Punjab,102888.18,376570.74,1927.26,232.52,1.4,3.66
Moong(Green Gram),2021,Whole Year,Punjab,165214.8,484079.36,2096.84,220.82,0.69,2.93
Moong(Green Gram),2021,Rabi,Punjab,97335.53,166443.76,1285.98,36.92,4.05,1.71
Potato,2021,Rabi,Punjab,225868.48,9649101.47,1029.46,178.33,2.24,42.72
Potato,2021,Kharif,Punjab,51315.01,1671329.88,432.56,60.22,0.9,32.57
Onion,2021,Rabi,Punjab,360588.04,11138564.56,703.98,169.5,0.62,30.89
Onion,2021,Kharif,Punjab,319556.8,11404982.19,2006.58,175.07,1.99,35.69
Tomato,2021,Kharif,Punjab,276170.21,11770374.35,1353.04,79.73,2.85,42.62
Tomato,2021,Whole Year,Punjab,369424.91,13495091.96,723.55,53.98,4.37,36.53
Banana,2021,Rabi,Punjab,270008.47,15039471.78,554.43,109.39,4.09,55.7
Banana,2021,Whole Year,Punjab,289880.94,19401731.31,765.35,140.0,3.08,66.93
Rice,2021,Kharif,Rajasthan,173292.2,1161057.74,1782.04,218.66,2.25,6.7
Rice,2021,Rabi,Rajasthan,359819.83,1518439.68,1100.53,40.25,2.93,4.22
Wheat,2021,Whole Year,Rajasthan,38326.69,164421.5,620.68,91.97,1.73,4.29
Wheat,2021,Summer,Rajasthan,172419.92,813822.02,403.97,91.14,0.94,4.72
Maize,2021,Rabi,Rajasthan,376200.02,2543112.14,1989.23,207.51,4.42,6.76
Maize,2021,Kharif,Rajasthan,141850.23,783013.27,1358.79,110.84,4.37,5.52
Cotton(lint),2021,Kharif,Rajasthan,347401.15,1327072.39,1244.04,204.81,1.17,3.82
Cotton(lint),2021,Summer,Rajasthan,40842.93,144583.97,640.12,199.87,3.02,3.54
Sugarcane,2021,Kharif,Rajasthan,412108.46,37510112.03,642.82,133.93,1.73,91.02
Sugarcane,2021,Rabi,Rajasthan,252245.78,23077966.41,903.31,63.51,3.57,91.49
Soybean,2021,Summer,Rajasthan,325870.32,775571.36,483.44,145.37,1.68,2.38
Soybean,2021,Whole Year,Rajasthan,290045.48,846932.8,698.33,147.34,1.46,2.92
Groundnut,2021,Rabi,Rajasthan,287569.22,1598884.86,2170.04,170.51,2.42,5.56
Groundnut,2021,Whole Year,Rajasthan,423915.15,2407838.05,1510.83,179.89,0.57,5.68
Rapeseed &Mustard,2021,Kharif,Rajasthan,226974.07,785330.28,1391.06,173.31,1.34,3.46
Rapeseed &Mustard,2021,Summer,Rajasthan,420332.73,865885.42,426.15,111.38,0.69,2.06
Gram,2021,Summer,Rajasthan,339559.07,770799.09,1102.42,115.31,1.33,2.27
Gram,2021,Rabi,Rajasthan,355570.37,949372.89,1088.22,229.5,1.63,2.67
Arhar/Tur,2021,Rabi,Rajasthan,299487.86,772678.68,1510.82,227.38,3.81,2.58
Arhar/Tur,2021,Kharif,Rajasthan,127089.07,189362.71,1315.18,61.65,3.09,1.49
Moong(Green Gram),2021,Whole Year,Rajasthan,46521.7,85134.71,1466.21,89.28,4.06,1.83
Moong(Green Gram),2021,Summer,Rajasthan,427073.65,990810.87,2175.45,198.75,0.64,2.32
Potato,2021,Rabi,Rajasthan,442135.78,17044334.32,1662.54,147.99,1.96,38.55
Potato,2021,Kharif,Rajasthan,98361.32,3405268.9,1608.18,72.93,2.31,34.62
Onion,2021,Whole Year,Rajasthan,324626.03,9320013.32,2011.5,153.88,2.65,28.71
Onion,2021,Rabi,Rajasthan,92063.87,2427724.25,1971.03,45.65,1.02,26.37
Tomato,2021,Kharif,Rajasthan,2077.0,90121.03,1942.11,237.57,0.72,43.39
Tomato,2021,Summer,Rajasthan,380958.64,13722130.21,1574.5,123.62,2.09,36.02
Banana,2021,Summer,Rajasthan,395032.68,23603202.63,1422.16,131.63,2.2,59.75
Banana,2021,Whole Year,Rajasthan,65594.14,3637851.0,1186.55,90.56,4.44,55.46
Rice,2021,Rabi,Tamil Nadu,185339.79,1099064.95,978.43,155.91,1.17,5.93
Rice,2021,Kharif,Tamil Nadu,375585.52,1787787.08,886.13,36.61,3.56,4.76
Wheat,2021,Kharif,Tamil Nadu,299025.3,2224748.23,1403.44,115.61,4.19,7.44
Wheat,2021,Rabi,Tamil Nadu,260798.73,1760391.43,1078.23,143.19,0.85,6.75
Maize,2021,Rabi,Tamil Nadu,9162.75,65880.17,1550.73,237.25,3.24,7.19
Maize,2021,Kharif,Tamil Nadu,49577.97,326223.04,2041.89,99.39,3.35,6.58
Cotton(lint),2021,Kharif,Tamil Nadu,305929.7,1489877.64,1918.26,72.3,2.0,4.87
Cotton(lint),2021,Whole Year,Tamil Nadu,282874.38,1038148.97,571.77,143.99,4.0,3.67
Sugarcane,2021,Rabi,Tamil Nadu,322734.51,37930986.96,1571.8,67.24,2.35,117.53
Sugarcane,2021,Whole Year,Tamil Nadu,404497.41,51185102.26,2021.44,84.91,3.3,126.54
Soybean,2021,Kharif,Tamil Nadu,193494.75,630792.89,748.08,199.92,0.47,3.26
Soybean,2021,Whole Year,Tamil Nadu,223408.55,822143.46,1085.92,149.83,3.62,3.68
Groundnut,2021,Whole Year,Tamil Nadu,442721.97,2076366.04,1169.37,235.43,2.93,4.69
Groundnut,2021,Kharif,Tamil Nadu,131104.39,520484.43,1002.6,165.77,0.27,3.97
Rapeseed &Mustard,2021,Kharif,Tamil Nadu,201003.44,689441.8,1496.43,103.24,3.37,3.43
Rapeseed &Mustard,2021,Summer,Tamil Nadu,284695.9,1153018.4,1707.75,203.03,1.76,4.05
Gram,2021,Kharif,Tamil Nadu,364159.57,1227217.75,1844.15,136.5,4.3,3.37
Gram,2021,Summer,Tamil Nadu,232262.55,668916.14,1463.22,76.88,2.49,2.88
Arhar/Tur,2021,Summer,Tamil Nadu,83367.85,171737.77,817.7,104.12,1.36,2.06
Arhar/Tur,2021,Kharif,Tamil Nadu,125739.76,264053.5,963.57,38.37,0.41,2.1
Moong(Green Gram),2021,Summer,Tamil Nadu,8709.27,16373.43,557.53,183.17,1.97,1.88
Moong(Green Gram),2021,Kharif,Tamil Nadu,153495.09,340759.1,2134.65,111.89,2.2,2.22
Potato,2021,Rabi,Tamil Nadu,248323.82,8207102.25,873.67,89.54,0.74,33.05
Potato,2021,Summer,Tamil Nadu,270359.32,8564983.26,948.76,196.37,2.44,31.68
Onion,2021,Kharif,Tamil Nadu,433956.92,14034166.79,1126.14,217.89,2.41,32.34
Onion,2021,Whole Year,Tamil Nadu,446195.97,14340738.48,1552.05,62.75,0.23,32.14
Tomato,2021,Kharif,Tamil Nadu,9347.38,343890.11,1066.17,156.17,2.71,36.79
Tomato,2021,Whole Year,Tamil Nadu,152017.08,7997618.58,2076.82,234.53,1.54,52.61
Banana,2021,Rabi,Tamil Nadu,211528.25,14582757.55,1091.35,202.66,2.19,68.94
Banana,2021,Kharif,Tamil Nadu,252841.84,15774802.4,1124.64,106.94,3.08,62.39
Rice,2021,Summer,Telangana,439651.46,2462048.18,922.23,115.93,0.53,5.6
Rice,2021,Kharif,Telangana,247035.5,1630434.3,1404.02,157.31,2.71,6.6
Wheat,2021,Whole Year,Telangana,24122.05,145214.74,1410.54,83.55,1.23,6.02
Wheat,2021,Rabi,Telangana,148430.52,1096901.54,1547.75,165.0,0.41,7.39
Maize,2021,Kharif,Telangana,428941.41,3298559.44,2197.31,237.29,1.71,7.69
Maize,2021,Whole Year,Telangana,146959.16,793579.46,898.34,151.13,1.79,5.4
Cotton(lint),2021,Whole Year,Telangana,314358.31,1078249.0,701.45,201.65,2.22,3.43
Cotton(lint),2021,Summer,Telangana,66436.29,268402.61,1536.33,83.65,1.86,4.04
Sugarcane,2021,Whole Year,Telangana,366178.08,36072202.66,1570.77,196.21,4.29,98.51
Sugarcane,2021,Kharif,Telangana,350890.48,41689297.93,1920.23,174.11,3.85,118.81
Soybean,2021,Kharif,Telangana,194399.6,676510.61,1642.86,47.72,3.26,3.48
Soybean,2021,Rabi,Telangana,368667.15,1168674.87,1412.92,60.03,3.27,3.17
Groundnut,2021,Rabi,Telangana,275646.25,1143931.94,1326.04,160.03,4.26,4.15
Groundnut,2021,Kharif,Telangana,286450.06,1609849.34,1983.54,149.07,2.36,5.62
Rapeseed &Mustard,2021,Kharif,Telangana,403261.59,1221882.62,1727.21,119.11,2.58,3.03
Rapeseed &Mustard,2021,Rabi,Telangana,285520.02,628144.04,789.76,99.97,1.4,2.2
Gram,2021,Kharif,Telangana,389104.39,1373538.5,2008.81,141.85,1.66,3.53
Gram,2021,Whole Year,Telangana,95341.54,255515.33,930.77,194.94,4.22,2.68
Arhar/Tur,2021,Rabi,Telangana,290458.2,673863.02,815.39,188.72,3.33,2.32
Arhar/Tur,2021,Kharif,Telangana,341351.84,624673.87,744.78,127.18,0.72,1.83
Moong(Green Gram),2021,Summer,Telangana,192970.99,279807.94,593.34,113.66,3.94,1.45
Moong(Green Gram),2021,Whole Year,Telangana,308456.38,419500.68,925.97,45.83,3.34,1.36
Potato,2021,Kharif,Telangana,228596.22,9644474.52,2024.65,109.95,2.43,42.19
Potato,2021,Whole Year,Telangana,430723.18,14989166.66,1193.62,88.74,3.91,34.8
Onion,2021,Rabi,Telangana,57922.02,1390128.48,1069.43,121.62,0.56,24.0
Onion,2021,Summer,Telangana,206428.41,6114409.5,1189.78,139.55,3.84,29.62
Tomato,2021,Whole Year,Telangana,12001.56,449818.47,1318.07,209.78,1.09,37.48
Tomato,2021,Kharif,Telangana,6506.51,251216.35,2017.34,58.36,3.5,38.61
Banana,2021,Summer,Telangana,414109.94,28300273.3,632.42,230.15,4.48,68.34
Banana,2021,Kharif,Telangana,429002.3,26044729.63,922.96,57.09,3.74,60.71
Rice,2021,Kharif,Uttar Pradesh,261587.58,1477969.83,1291.05,37.24,4.11,5.65
Rice,2021,Whole Year,Uttar Pradesh,199409.75,1176517.53,1047.22,86.29,2.67,5.9
Wheat,2021,Kharif,Uttar Pradesh,79593.45,600930.55,1741.92,94.45,1.17,7.55
Wheat,2021,Rabi,Uttar Pradesh,327168.13,1907390.2,820.76,99.41,3.94,5.83
Maize,2021,Summer,Uttar Pradesh,121372.83,741587.99,1825.61,105.27,1.93,6.11
Maize,2021,Kharif,Uttar Pradesh,189466.91,854495.76,430.49,125.74,3.32,4.51
Cotton(lint),2021,Whole Year,Uttar Pradesh,294737.55,860633.65,799.52,47.13,1.72,2.92
Cotton(lint),2021,Rabi,Uttar Pradesh,76083.59,321833.59,1381.18,85.41,4.27,4.23
Sugarcane,2021,Rabi,Uttar Pradesh,241950.55,27783181.66,1211.46,226.5,3.22,114.83
Sugarcane,2021,Kharif,Uttar Pradesh,134874.37,12915569.67,925.8,41.23,0.42,95.76
Soybean,2021,Whole Year,Uttar Pradesh,123045.22,257164.51,588.31,111.2,2.4,2.09
Soybean,2021,Summer,Uttar Pradesh,147646.15,445891.37,1030.89,85.83,2.69,3.02
Groundnut,2021,Whole Year,Uttar Pradesh,283053.42,1525657.93,1941.2,138.16,0.97,5.39
Groundnut,2021,Summer,Uttar Pradesh,9312.49,34735.59,852.6,85.74,0.63,3.73
Rapeseed &Mustard,2021,Kharif,Uttar Pradesh,40950.34,112613.43,1150.7,31.76,0.61,2.75
Rapeseed &Mustard,2021,Summer,Uttar Pradesh,112899.66,427889.71,1706.02,159.27,3.85,3.79
Gram,2021,Kharif,Uttar Pradesh,383766.81,1086060.07,1388.21,116.89,4.28,2.83
Gram,2021,Whole Year,Uttar Pradesh,355131.2,958854.24,1690.29,118.17,4.36,2.7
Arhar/Tur,2021,Whole Year,Uttar Pradesh,411562.78,967172.53,1094.69,191.74,4.45,2.35
Arhar/Tur,2021,Summer,Uttar Pradesh,315091.92,775126.12,749.08,132.53,1.54,2.46
Moong(Green Gram),2021,Summer,Uttar Pradesh,353791.85,937548.4,1665.16,174.39,0.84,2.65
Moong(Green Gram),2021,Whole Year,Uttar Pradesh,102260.61,179978.67,1765.42,55.43,0.84,1.76
Potato,2021,Kharif,Uttar Pradesh,5733.96,234690.98,1140.52,166.2,2.33,40.93
Potato,2021,Whole Year,Uttar Pradesh,357365.68,13401213.0,1334.86,165.69,4.08,37.5
Onion,2021,Whole Year,Uttar Pradesh,274575.72,6123038.56,408.34,125.04,0.94,22.3
Onion,2021,Rabi,Uttar Pradesh,405921.19,12104569.89,514.93,199.93,1.89,29.82
Tomato,2021,Summer,Uttar Pradesh,221049.38,8883974.58,1871.3,92.93,2.84,40.19
Tomato,2021,Whole Year,Uttar Pradesh,11584.0,386094.72,1934.1,40.15,1.16,33.33
Banana,2021,Kharif,Uttar Pradesh,327032.0,20504906.4,1900.21,53.26,3.48,62.7
Banana,2021,Rabi,Uttar Pradesh,119911.99,8493366.25,1944.39,161.75,2.77,70.83
Rice,2021,Whole Year,West Bengal,77866.83,467979.65,1161.08,185.5,2.49,6.01
Rice,2021,Kharif,West Bengal,15037.93,96092.37,452.46,227.98,4.26,6.39
Wheat,2021,Summer,West Bengal,257112.9,1820359.33,924.55,206.2,3.58,7.08
Wheat,2021,Rabi,West Bengal,408041.23,2709393.77,1184.08,224.2,0.29,6.64
Maize,2021,Kharif,West Bengal,39177.48,170422.04,718.87,61.34,4.24,4.35
Maize,2021,Whole Year,West Bengal,370080.77,2464737.93,788.73,225.53,3.2,6.66
Cotton(lint),2021,Whole Year,West Bengal,154986.52,565700.8,1092.09,109.72,1.06,3.65
Cotton(lint),2021,Kharif,West Bengal,20860.24,67378.58,607.9,105.07,4.12,3.23
Sugarcane,2021,Whole Year,West Bengal,3712.59,390415.96,663.35,213.24,2.22,105.16
Sugarcane,2021,Summer,West Bengal,67495.38,7151135.51,1433.62,102.3,1.87,105.95
Soybean,2021,Summer,West Bengal,341569.99,1277471.76,1611.82,141.09,3.6,3.74
Soybean,2021,Rabi,West Bengal,73839.95,200106.26,480.05,78.6,1.66,2.71
Groundnut,2021,Whole Year,West Bengal,38053.69,169338.92,1342.62,56.53,3.39,4.45
Groundnut,2021,Kharif,West Bengal,397192.49,1533163.01,554.83,237.69,2.97,3.86
Rapeseed &Mustard,2021,Kharif,West Bengal,70648.61,209119.89,1015.5,184.6,2.62,2.96
Rapeseed &Mustard,2021,Whole Year,West Bengal,364497.35,965917.98,1373.59,80.14,1.48,2.65
Gram,2021,Kharif,West Bengal,448849.47,1189451.1,734.37,188.54,2.85,2.65
Gram,2021,Summer,West Bengal,145577.72,384325.18,718.56,214.3,0.5,2.64
Arhar/Tur,2021,Whole Year,West Bengal,113138.34,277188.93,1715.14,97.06,1.4,2.45
Arhar/Tur,2021,Summer,West Bengal,424345.65,1107542.15,928.36,171.69,1.51,2.61
Moong(Green Gram),2021,Rabi,West Bengal,80194.89,136331.31,1262.13,57.46,3.97,1.7
Moong(Green Gram),2021,Kharif,West Bengal,324797.61,477452.49,489.98,72.74,2.87,1.47
Potato,2021,Whole Year,West Bengal,40491.58,1470249.27,1574.36,198.76,2.55,36.31
Potato,2021,Summer,West Bengal,119777.09,3914315.3,1340.56,83.66,3.55,32.68
Onion,2021,Whole Year,West Bengal,306026.19,5811437.35,434.47,34.45,2.26,18.99
Onion,2021,Rabi,West Bengal,248478.15,7148716.38,1329.0,103.34,3.0,28.77
Tomato,2021,Rabi,West Bengal,244137.97,7817297.8,404.61,76.91,2.39,32.02
Tomato,2021,Whole Year,West Bengal,188329.1,7090590.62,486.24,155.43,1.71,37.65
Banana,2021,Whole Year,West Bengal,361781.29,28956974.45,1955.7,163.57,4.09,80.04
Banana,2021,Kharif,West Bengal,308624.26,22433897.46,1969.35,76.81,3.47,72.69
Rice,2022,Rabi,Andhra Pradesh,281306.71,2118239.53,2063.97,165.52,2.89,7.53
Rice,2022,Whole Year,Andhra Pradesh,268281.65,1886020.0,1334.96,122.08,0.54,7.03
Wheat,2022,Rabi,Andhra Pradesh,326050.81,2451902.09,2057.18,78.47,0.52,7.52
Wheat,2022,Summer,Andhra Pradesh,68594.27,406764.02,690.53,92.04,1.13,5.93
Maize,2022,Rabi,Andhra Pradesh,334160.35,2402612.92,2018.61,191.28,0.27,7.19
Maize,2022,Kharif,Andhra Pradesh,210253.87,1721979.2,2165.5,238.5,2.06,8.19
Cotton(lint),2022,Kharif,Andhra Pradesh,13577.68,58248.25,1788.1,215.34,0.27,4.29
Cotton(lint),2022,Whole Year,Andhra Pradesh,23317.84,103531.21,1151.95,165.25,4.15,4.44
Sugarcane,2022,Rabi,Andhra Pradesh,398830.4,40253952.27,1147.71,198.18,3.34,100.93
Sugarcane,2022,Kharif,Andhra Pradesh,253214.15,29509577.04,2106.53,69.01,1.3,116.54
Soybean,2022,Kharif,Andhra Pradesh,142538.89,523117.73,921.48,193.94,2.31,3.67
Soybean,2022,Rabi,Andhra Pradesh,227982.67,647470.78,856.68,106.3,4.38,2.84
Groundnut,2022,Kharif,Andhra Pradesh,86018.67,332032.07,1082.12,54.67,1.85,3.86
Groundnut,2022,Whole Year,Andhra Pradesh,79688.3,291659.18,633.99,151.61,2.89,3.66
Rapeseed &Mustard,2022,Rabi,Andhra Pradesh,278239.94,837502.22,920.86,102.34,0.99,3.01
Rapeseed &Mustard,2022,Whole Year,Andhra Pradesh,169459.92,557523.14,1637.47,137.96,0.82,3.29
Gram,2022,Rabi,Andhra Pradesh,4774.04,16852.36,2065.63,154.47,3.17,3.53
Gram,2022,Whole Year,Andhra Pradesh,34574.29,109254.76,1433.19,176.21,0.57,3.16
Arhar/Tur,2022,Rabi,Andhra Pradesh,149573.62,357480.95,1843.99,62.42,4.13,2.39
Arhar/Tur,2022,Summer,Andhra Pradesh,418190.23,832198.56,1770.23,45.6,2.69,1.99
Moong(Green Gram),2022,Rabi,Andhra Pradesh,273938.86,605404.88,1736.45,72.27,4.34,2.21
Moong(Green Gram),2022,Kharif,Andhra Pradesh,440144.7,999128.47,2078.97,174.58,2.08,2.27
Potato,2022,Summer,Andhra Pradesh,434689.89,14583845.81,1988.64,60.13,3.02,33.55
Potato,2022,Whole Year,Andhra Pradesh,105447.08,3900487.49,1414.79,97.47,3.79,36.99
Onion,2022,Rabi,Andhra Pradesh,315721.24,9626340.61,1121.0,187.7,3.93,30.49
Onion,2022,Whole Year,Andhra Pradesh,419713.1,12813840.94,1825.72,195.01,3.48,30.53
Tomato,2022,Whole Year,Andhra Pradesh,18784.81,840620.25,1781.98,47.58,4.19,44.75
Tomato,2022,Kharif,Andhra Pradesh,56914.32,2266897.37,2067.71,37.1,0.38,39.83
Banana,2022,Kharif,Andhra Pradesh,189819.03,9390347.41,689.57,50.28,2.51,49.47
Banana,2022,Rabi,Andhra Pradesh,273170.93,21367430.14,1110.41,212.32,4.3,78.22
Rice,2022,Rabi,Assam,207993.41,1069086.13,862.69,160.62,1.65,5.14
Rice,2022,Whole Year,Assam,266707.99,1776275.21,1579.5,189.17,4.09,6.66
Wheat,2022,Summer,Assam,106426.99,737539.04,2047.16,195.93,3.56,6.93
Wheat,2022,Rabi,Assam,381410.95,2048176.8,657.19,103.5,1.69,5.37
Maize,2022,Kharif,Assam,64314.26,406466.12,2093.06,32.05,1.01,6.32
Maize,2022,Whole Year,Assam,354999.82,2058998.96,1443.79,175.95,1.67,5.8
Cotton(lint),2022,Kharif,Assam,4928.7,21489.13,1591.38,136.71,0.75,4.36
Cotton(lint),2022,Whole Year,Assam,153550.6,807676.16,2168.26,231.47,3.58,5.26
Sugarcane,2022,Whole Year,Assam,219390.53,19260294.63,827.33,37.52,2.85,87.79
Sugarcane,2022,Kharif,Assam,273887.48,30179661.42,2157.7,100.92,2.23,110.19
Soybean,2022,Whole Year,Assam,117923.25,383250.56,1932.79,52.19,0.69,3.25
Soybean,2022,Summer,Assam,318798.07,669475.95,416.34,49.66,2.82,2.1
Groundnut,2022,Rabi,Assam,393993.94,1761152.91,1802.21,128.82,0.89,4.47
Groundnut,2022,Whole Year,Assam,298046.15,1207086.91,970.05,120.78,2.5,4.05
Rapeseed &Mustard,2022,Whole Year,Assam,183009.83,558179.98,1524.4,50.23,3.54,3.05
Rapeseed &Mustard,2022,Kharif,Assam,381024.47,689654.29,418.43,85.8,4.11,1.81
Gram,2022,Rabi,Assam,393566.97,550993.76,525.16,47.04,2.77,1.4
Gram,2022,Whole Year,Assam,439289.8,1317869.4,1743.28,174.34,0.98,3.0
Arhar/Tur,2022,Rabi,Assam,80898.32,235414.11,1933.62,185.25,2.68,2.91
Arhar/Tur,2022,Kharif,Assam,8635.67,19430.26,1847.91,93.8,0.7,2.25
Moong(Green Gram),2022,Whole Year,Assam,348336.77,686223.44,828.17,232.33,0.8,1.97
Moong(Green Gram),2022,Summer,Assam,369753.81,658161.78,1087.06,114.39,2.89,1.78
Potato,2022,Whole Year,Assam,60339.03,1492787.6,1036.85,41.05,2.92,24.74
Potato,2022,Summer,Assam,235641.18,7542874.17,1831.99,114.82,3.46,32.01
Onion,2022,Summer,Assam,342907.64,7681131.14,577.51,236.24,3.96,22.4
Onion,2022,Kharif,Assam,237315.94,7366286.78,1721.74,188.83,0.52,31.04
Tomato,2022,Kharif,Assam,371380.81,14190460.75,1446.65,143.83,1.61,38.21
Tomato,2022,Rabi,Assam,111471.62,4017437.18,1139.71,164.7,1.71,36.04
Banana,2022,Rabi,Assam,277755.33,17084730.35,1464.98,115.49,2.94,61.51
Banana,2022,Kharif,Assam,47202.04,2934550.83,1951.13,136.19,2.48,62.17
Rice,2022,Whole Year,Bihar,215572.54,1202894.77,1169.66,90.55,0.75,5.58
Rice,2022,Rabi,Bihar,98797.75,475217.18,404.3,133.34,1.97,4.81
Wheat,2022,Rabi,Bihar,238892.16,1318684.72,1770.77,105.74,0.66,5.52
Wheat,2022,Kharif,Bihar,277678.82,1857671.31,1336.58,193.54,2.67,6.69
Maize,2022,Summer,Bihar,382185.87,2159350.17,1117.42,237.89,3.36,5.65
Maize,2022,Rabi,Bihar,300337.36,1633835.24,1711.42,55.72,2.56,5.44
Cotton(lint),2022,Summer,Bihar,136201.81,527101.0,2025.94,54.66,4.21,3.87
Cotton(lint),2022,Kharif,Bihar,38054.66,116447.26,434.51,108.92,3.23,3.06
Sugarcane,2022,Kharif,Bihar,301921.6,31713844.86,1431.23,233.17,3.33,105.04
Sugarcane,2022,Whole Year,Bihar,321281.01,34887904.88,1476.05,224.1,2.39,108.59
Soybean,2022,Whole Year,Bihar,408596.51,1021491.28,945.39,71.84,2.26,2.5
Soybean,2022,Kharif,Bihar,443990.75,1514008.46,1404.49,194.62,1.11,3.41
Groundnut,2022,Rabi,Bihar,43476.67,243469.35,2185.92,216.93,3.72,5.6
Groundnut,2022,Summer,Bihar,306895.84,1638823.79,2186.43,116.05,0.69,5.34
Rapeseed &Mustard,2022,Whole Year,Bihar,444142.77,1043735.51,1391.61,36.19,2.31,2.35
Rapeseed &Mustard,2022,Kharif,Bihar,289572.02,1077207.91,2123.22,161.16,3.19,3.72
Gram,2022,Whole Year,Bihar,438615.05,938636.21,668.78,205.61,1.75,2.14
Gram,2022,Summer,Bihar,78448.03,212594.16,1195.99,237.33,1.62,2.71
Arhar/Tur,2022,Whole Year,Bihar,326703.98,601135.32,1138.98,55.97,4.0,1.84
Arhar/Tur,2022,Rabi,Bihar,8729.19,23743.4,1868.87,130.16,0.52,2.72
Moong(Green Gram),2022,Whole Year,Bihar,104148.9,186426.53,781.33,213.6,0.72,1.79
Moong(Green Gram),2022,Kharif,Bihar,359380.84,704386.45,643.71,174.33,2.81,1.96
Potato,2022,Summer,Bihar,427152.06,16616215.13,2132.4,206.78,3.19,38.9
Potato,2022,Kharif,Bihar,238804.51,9757552.28,1542.01,183.57,0.62,40.86
Onion,2022,Kharif,Bihar,148706.86,3827714.58,1168.41,156.27,3.34,25.74
Onion,2022,Summer,Bihar,286602.47,7784123.09,1459.19,184.74,2.95,27.16
Tomato,2022,Whole Year,Bihar,387774.67,16515323.2,1768.05,169.87,0.33,42.59
Tomato,2022,Kharif,Bihar,65528.12,2511037.56,1863.14,152.69,3.38,38.32
Banana,2022,Summer,Bihar,17812.76,1108488.05,1113.54,221.05,3.17,62.23
Banana,2022,Whole Year,Bihar,104173.75,5643092.04,1299.99,32.91,2.89,54.17
Rice,2022,Kharif,Gujarat,59986.39,449897.92,1950.25,142.58,0.28,7.5
Rice,2022,Rabi,Gujarat,135770.87,1018281.52,1329.88,202.81,0.67,7.5
Wheat,2022,Whole Year,Gujarat,188362.79,1254496.18,2010.04,51.84,2.28,6.66
Wheat,2022,Summer,Gujarat,159517.03,947531.16,1846.18,65.11,2.77,5.94
Maize,2022,Whole Year,Gujarat,358286.79,1838011.23,690.31,141.79,2.84,5.13
Maize,2022,Summer,Gujarat,394235.96,2617726.77,2082.09,48.79,4.01,6.64
Cotton(lint),2022,Summer,Gujarat,176665.13,720793.73,706.76,234.19,2.96,4.08
Cotton(lint),2022,Rabi,Gujarat,351671.47,1160515.85,492.34,151.36,1.81,3.3
Sugarcane,2022,Whole Year,Gujarat,299874.44,31558786.07,1608.4,143.3,4.17,105.24
Sugarcane,2022,Kharif,Gujarat,25343.18,2268214.61,1342.55,35.16,3.12,89.5
Soybean,2022,Kharif,Gujarat,375272.05,1223386.88,854.7,47.06,1.92,3.26
Soybean,2022,Rabi,Gujarat,338978.98,1169477.48,1812.03,58.61,1.41,3.45
Groundnut,2022,Whole Year,Gujarat,309896.62,1069143.34,570.71,78.2,2.98,3.45
Groundnut,2022,Rabi,Gujarat,56465.17,203839.26,764.32,184.09,0.35,3.61
Rapeseed &Mustard,2022,Kharif,Gujarat,9575.66,23556.12,571.68,89.09,0.6,2.46
Rapeseed &Mustard,2022,Rabi,Gujarat,45792.34,97079.76,445.34,40.5,2.74,2.12
Gram,2022,Whole Year,Gujarat,22329.63,80833.26,1910.1,190.03,0.59,3.62
Gram,2022,Kharif,Gujarat,106780.43,300053.01,1500.22,132.47,3.72,2.81
Arhar/Tur,2022,Summer,Gujarat,399168.52,1153597.02,2051.91,121.72,1.24,2.89
Arhar/Tur,2022,Whole Year,Gujarat,280289.68,784811.1,2117.6,102.2,4.13,2.8
Moong(Green Gram),2022,Summer,Gujarat,197388.14,434253.91,1578.42,184.04,0.94,2.2
Moong(Green Gram),2022,Kharif,Gujarat,45204.18,76847.11,890.92,152.8,0.85,1.7
Potato,2022,Rabi,Gujarat,288826.14,10322646.24,1350.14,182.46,2.07,35.74
Potato,2022,Summer,Gujarat,96960.13,3875496.4,2026.0,99.17,4.44,39.97
