N,P,K,temperature,humidity,ph,rainfall,label
14,140,193,25.17,62.44,5.64,124.5,apple
16,156,188,25.47,60.98,6.03,102.54,apple
19,112,202,23.58,58.13,4.71,93.62,apple
16,136,203,22.12,60.14,5.49,121.75,apple
22,137,196,27.73,59.57,5.51,116.32,apple
23,128,215,23.67,48.23,6.02,106.51,apple
22,143,201,27.26,56.89,6.15,124.67,apple
19,141,190,21.42,52.35,6.0,117.48,apple
25,141,194,19.3,59.33,6.34,123.93,apple
25,131,192,20.54,57.38,5.87,115.7,apple
19,132,187,25.24,57.91,5.83,101.39,apple
13,147,207,18.05,60.65,6.27,114.47,apple
27,136,177,23.62,58.58,5.66,121.2,apple
11,143,185,19.84,57.14,6.07,115.06,apple
16,128,182,21.97,61.9,5.9,125.49,apple
27,128,196,28.68,63.38,5.23,118.41,apple
20,142,187,20.25,54.9,5.67,124.83,apple
14,127,172,25.42,62.68,5.77,108.13,apple
22,148,205,20.65,51.12,5.45,113.7,apple
16,135,190,19.64,52.89,6.52,125.93,apple
28,139,192,26.31,57.47,5.99,111.96,apple
5,150,206,23.52,57.35,5.97,103.64,apple
23,120,201,24.17,56.81,6.05,97.73,apple
15,136,209,17.35,59.69,5.68,109.71,apple
13,125,213,22.69,56.07,5.85,119.94,apple
22,133,215,25.32,59.25,5.92,122.46,apple
21,144,212,19.75,53.26,5.62,127.24,apple
12,137,204,25.86,58.32,5.36,98.21,apple
14,128,196,19.34,63.48,5.37,132.79,apple
25,142,188,23.56,52.49,6.26,111.49,apple
17,121,161,19.69,62.05,5.74,110.06,apple
23,152,218,19.88,49.83,6.84,146.63,apple
20,121,213,22.3,57.15,6.26,117.62,apple
14,130,208,24.03,58.65,6.27,107.17,apple
20,100,192,24.74,56.04,5.71,96.98,apple
25,139,211,17.77,56.96,5.79,108.39,apple
16,130,211,17.24,64.71,6.09,111.97,apple
23,10,8,22.22,96.2,6.98,117.15,orange
16,17,15,26.68,91.86,7.27,119.06,orange
21,20,13,22.19,94.03,6.85,96.55,orange
17,15,5,26.14,83.8,8.09,132.93,orange
17,16,10,20.34,92.68,6.94,108.99,orange
19,10,10,23.35,92.49,6.91,127.47,orange
17,16,13,22.38,92.74,6.96,128.96,orange
17,21,9,19.26,94.14,6.88,119.71,orange
5,16,8,18.45,90.44,6.77,109.68,orange
12,17,14,23.82,94.53,7.44,128.95,orange
28,14,7,25.83,94.22,7.31,138.74,orange
19,17,7,31.24,91.09,6.88,105.2,orange
15,13,8,17.24,89.74,7.78,121.43,orange
23,20,15,15.61,88.41,6.68,103.35,orange
17,14,10,22.84,89.93,6.13,95.51,orange
16,15,6,20.74,88.71,6.95,94.3,orange
14,10,9,19.23,94.82,7.16,109.35,orange
15,17,12,23.27,96.91,7.18,124.1,orange
19,18,7,20.87,93.15,7.14,118.01,orange
24,10,7,23.62,89.93,8.35,118.14,orange
18,13,8,22.82,92.44,6.82,106.3,orange
25,21,10,17.33,93.72,7.62,130.95,orange
22,21,10,25.21,90.06,7.12,130.34,orange
16,12,10,21.79,94.05,6.82,136.18,orange
12,21,7,15.52,92.81,6.9,93.76,orange
10,15,12,25.04,92.27,7.19,109.99,orange
11,10,9,22.06,94.65,7.3,119.48,orange
17,10,11,24.8,84.93,6.67,100.03,orange
19,12,9,21.86,91.62,6.71,100.82,orange
13,17,11,19.62,96.66,6.87,133.35,orange
15,7,11,23.69,92.2,6.74,109.88,orange
16,14,12,23.44,93.93,6.91,105.27,orange
13,14,0,20.34,91.85,7.23,106.37,orange
20,7,9,15.98,88.48,6.93,129.54,orange
20,16,9,19.85,90.47,7.17,89.62,orange
21,14,12,26.54,87.08,6.77,97.57,orange
9,11,17,25.14,97.85,7.33,99.27,orange
17,18,11,20.39,87.57,8.32,108.28,orange
17,16,9,23.19,95.96,6.95,92.96,orange
18,14,14,27.38,92.42,6.49,92.01,orange
19,17,8,20.78,90.32,6.99,74.66,orange
13,13,13,19.44,92.64,7.09,129.87,orange
25,15,8,20.04,91.38,6.83,118.7,orange
21,18,13,30.15,92.47,7.44,105.13,orange
24,20,13,23.08,90.09,6.44,109.8,orange
26,14,12,26.08,91.25,7.53,66.77,orange
12,12,7,24.05,92.97,7.16,119.34,orange
14,11,11,20.18,87.39,7.39,131.33,orange
26,16,11,28.18,90.18,7.44,114.53,orange
23,16,13,23.59,87.65,7.58,96.19,orange
25,15,13,27.24,93.39,7.2,116.74,orange
8,16,6,23.38,88.67,6.53,134.47,orange
24,15,10,21.71,93.81,6.73,125.31,orange
17,14,10,20.34,93.09,6.79,117.43,orange
25,13,9,24.55,90.79,7.19,118.73,orange
24,13,7,21.47,89.2,7.23,92.97,orange
30,21,10,26.17,87.19,8.01,101.55,orange
18,8,11,18.27,92.4,6.78,94.23,orange
14,16,6,19.7,94.09,8.04,117.56,orange
14,14,10,21.3,94.81,7.09,124.02,orange
17,21,9,18.82,98.63,6.27,99.32,orange
15,26,15,28.68,91.11,7.97,115.93,orange
23,16,9,21.69,91.47,7.24,115.91,orange
18,22,1,24.74,94.25,7.46,109.43,orange
20,19,14,21.5,92.9,7.67,78.54,orange
15,21,13,24.79,90.75,6.65,101.53,orange
26,13,10,19.69,94.63,6.78,108.94,orange
10,9,10,17.4,98.42,6.18,98.4,orange
19,14,6,18.87,89.13,6.89,139.68,orange
19,20,11,27.16,83.7,6.88,130.01,orange
16,23,14,20.82,90.59,6.59,100.96,orange
12,17,5,25.11,93.98,6.34,133.65,orange
21,18,7,25.19,95.48,6.96,140.43,orange
19,20,10,25.04,87.09,7.15,99.38,orange
14,22,9,18.69,91.02,6.48,131.91,orange
15,18,14,20.7,93.7,6.59,147.09,orange
23,15,7,22.24,91.08,7.78,92.02,orange
19,15,9,22.27,91.75,7.35,119.53,orange
21,3,10,16.08,94.04,7.59,96.51,orange
17,13,13,23.08,97.28,7.17,114.04,orange
19,19,4,23.04,91.89,7.29,107.58,orange
13,16,6,15.0,94.28,7.23,117.41,orange
25,13,5,22.42,91.06,6.66,109.2,orange
15,8,8,18.15,92.79,6.74,127.07,orange
27,18,5,28.72,96.83,7.01,130.24,orange
16,8,7,29.62,87.63,7.0,110.91,orange
16,14,10,20.45,87.83,7.09,126.5,orange
23,12,6,21.56,96.8,7.26,120.96,orange
23,17,10,25.35,90.46,6.43,121.24,orange
25,11,12,29.42,92.09,6.67,112.25,orange
16,13,11,16.29,87.77,7.01,110.07,orange
20,23,10,25.09,89.17,7.31,102.5,orange
19,15,13,17.46,85.25,6.91,117.43,orange
19,20,11,20.44,85.12,6.91,125.82,orange
17,16,11,18.64,93.97,7.65,107.81,orange
13,15,3,24.05,93.46,7.67,107.49,orange
21,12,8,16.6,91.52,6.88,114.89,orange
15,16,8,21.37,92.34,7.02,121.82,orange
18,14,9,19.84,91.02,7.81,96.71,orange
17,14,9,21.38,92.94,6.32,125.96,orange
54,50,36,30.77,91.67,7.47,153.47,papaya
34,54,49,34.46,88.46,6.66,128.25,papaya
40,60,54,36.22,94.12,6.55,156.89,papaya
51,59,46,32.21,92.62,7.43,148.62,papaya
44,53,47,40.23,91.2,6.97,135.08,papaya
51,64,46,31.78,97.38,7.0,158.41,papaya
55,62,62,33.83,94.13,6.26,126.1,papaya
39,67,34,32.49,83.42,6.45,132.78,papaya
60,61,45,36.9,92.45,6.71,118.55,papaya
41,53,50,33.93,97.03,6.82,88.45,papaya
51,48,44,31.26,90.41,6.29,146.67,papaya
37,61,63,29.71,91.55,5.94,136.58,papaya
54,64,50,36.37,100.0,7.21,132.15,papaya
37,56,44,35.05,88.86,6.68,159.36,papaya
48,52,57,28.06,91.42,6.69,142.92,papaya
50,63,49,32.6,91.18,6.52,158.35,papaya
43,64,50,32.14,94.26,6.48,155.36,papaya
50,54,53,35.34,95.87,6.99,152.43,papaya
39,76,41,36.55,93.69,6.35,140.11,papaya
48,68,45,32.91,85.39,7.22,121.19,papaya
51,58,49,36.13,97.41,6.78,155.7,papaya
51,66,47,36.93,95.73,7.02,129.4,papaya
47,60,41,38.48,92.36,6.79,131.06,papaya
38,54,51,35.72,92.89,6.8,135.86,papaya
52,69,54,36.13,93.28,6.25,121.71,papaya
52,58,52,38.73,94.58,7.08,144.49,papaya
42,58,45,38.37,94.77,6.86,167.32,papaya
32,63,42,33.68,91.46,6.9,147.16,papaya
59,54,54,34.19,87.49,6.42,139.6,papaya
57,62,42,33.28,98.45,6.73,136.05,papaya
52,64,47,35.21,91.41,6.92,145.99,papaya
52,53,45,36.54,92.16,6.79,136.47,papaya
56,54,49,36.06,95.92,6.54,181.79,papaya
51,51,52,32.55,93.7,6.69,144.09,papaya
41,65,43,30.37,93.5,7.18,135.55,papaya
54,66,54,32.77,89.13,6.04,137.34,papaya
58,51,54,30.85,92.72,6.91,129.41,papaya
50,56,54,34.41,92.57,7.17,155.85,papaya
43,58,49,33.94,99.97,6.81,101.88,papaya
44,45,48,27.74,89.79,6.24,150.28,papaya
49,61,49,29.52,93.94,7.28,150.78,papaya
45,49,44,35.06,95.62,6.78,158.6,papaya
54,62,46,34.22,89.85,6.71,149.22,papaya
62,49,52,38.14,94.68,6.95,154.35,papaya
59,51,41,33.68,85.92,7.07,167.01,papaya
45,56,49,33.86,92.78,6.87,139.15,papaya
56,62,46,37.71,88.33,6.67,161.94,papaya
43,61,53,31.12,92.18,6.65,131.57,papaya
67,53,56,32.52,89.14,6.73,155.58,papaya
56,69,67,34.45,90.41,6.84,137.28,papaya
56,49,64,36.27,87.35,6.49,158.92,papaya
58,50,54,27.86,92.13,7.03,131.57,papaya
36,60,46,35.59,89.74,6.47,102.18,papaya
50,57,42,34.28,95.48,6.64,147.96,papaya
51,50,62,32.29,94.37,6.93,139.81,papaya
53,60,41,32.7,90.56,6.56,116.52,papaya
58,70,55,37.51,91.37,6.51,127.03,papaya
54,60,49,37.59,93.61,6.45,128.98,papaya
54,66,53,39.39,97.31,6.83,125.83,papaya
38,56,54,39.18,93.65,7.05,137.69,papaya
53,64,38,32.46,95.25,6.78,118.67,papaya
29,56,49,31.05,92.83,6.85,156.01,papaya
30,49,48,35.42,93.87,6.84,134.93,papaya
46,53,54,30.94,94.95,6.76,141.7,papaya
43,49,46,32.71,85.29,6.64,161.09,papaya
53,55,50,32.03,92.85,7.16,161.97,papaya
53,55,54,28.64,91.64,6.88,157.41,papaya
54,61,48,35.31,89.54,6.45,143.83,papaya
50,46,52,36.02,92.17,7.41,128.94,papaya
46,56,49,32.71,88.18,6.54,140.65,papaya
58,74,58,31.37,90.31,6.65,178.29,papaya
47,49,46,35.97,94.47,6.64,156.27,papaya
30,59,55,31.2,89.89,6.14,174.4,papaya
43,60,53,38.24,91.94,6.54,146.06,papaya
59,57,44,29.08,88.74,6.96,136.19,papaya
44,53,50,32.98,91.58,7.1,173.36,papaya
36,61,45,32.96,93.33,6.64,147.21,papaya
54,61,46,31.81,88.08,6.44,181.84,papaya
42,50,51,33.37,91.81,7.12,153.58,papaya
44,56,46,36.32,91.48,6.16,141.63,papaya
36,74,44,33.21,93.17,6.61,136.8,papaya
52,69,54,38.14,89.26,6.8,145.7,papaya
51,68,48,32.48,94.0,6.17,137.86,papaya
47,52,56,30.51,91.99,6.79,169.67,papaya
48,65,54,34.07,89.13,6.27,144.73,papaya
44,65,54,33.15,88.93,6.85,122.24,papaya
42,52,49,37.21,92.38,6.57,112.09,papaya
53,53,50,32.64,94.91,6.65,141.42,papaya
52,73,55,33.43,92.41,6.54,123.6,papaya
44,53,53,30.49,96.4,6.93,143.01,papaya
49,55,51,36.96,90.29,6.24,156.66,papaya
51,51,45,31.12,90.23,6.6,137.27,papaya
43,53,48,34.2,91.45,7.05,152.76,papaya
36,62,53,32.4,87.91,6.7,142.45,papaya
40,48,49,33.0,91.15,6.67,120.54,papaya
45,62,47,28.68,90.98,6.38,147.94,papaya
51,47,54,30.36,97.08,6.69,117.67,papaya
39,61,47,33.41,97.24,6.49,143.8,papaya
60,60,40,35.22,88.91,7.12,126.14,papaya
72,69,45,33.76,94.66,6.94,151.45,papaya
27,15,28,26.88,96.95,6.15,182.88,coconut
24,7,31,27.73,98.97,5.39,214.53,coconut
21,17,38,28.24,95.8,6.1,163.51,coconut
20,13,29,23.9,95.87,5.95,167.19,coconut
22,10,39,27.25,94.44,5.61,176.2,coconut
27,20,34,28.22,93.9,5.42,170.57,coconut
19,20,31,29.82,97.79,5.82,130.72,coconut
27,21,23,29.66,95.76,6.06,215.97,coconut
27,18,32,28.32,93.8,5.98,153.04,coconut
19,14,26,27.61,93.99,6.2,135.04,coconut
20,16,28,27.14,90.84,6.14,191.79,coconut
23,20,31,28.12,95.19,6.28,136.17,coconut
16,22,17,27.19,97.73,5.96,165.47,coconut
21,14,30,26.37,97.57,6.57,172.27,coconut
14,13,29,28.16,92.28,5.69,188.37,coconut
25,13,23,32.33,96.76,5.89,197.33,coconut
20,19,30,27.54,94.52,5.42,224.05,coconut
16,10,28,25.96,94.67,6.28,200.48,coconut
25,14,30,28.01,90.41,6.23,139.17,coconut
31,14,29,26.25,93.23,6.91,199.11,coconut
13,22,35,26.98,95.57,5.99,224.91,coconut
17,16,27,25.25,100.0,5.53,181.1,coconut
12,14,32,26.16,96.27,5.89,204.6,coconut
27,13,30,27.68,96.35,6.01,180.36,coconut
19,16,36,28.37,96.55,6.29,171.75,coconut
22,11,36,23.23,94.58,6.46,141.5,coconut
22,13,28,28.82,95.3,5.19,151.19,coconut
25,17,38,29.92,93.94,7.0,176.21,coconut
16,13,18,29.81,98.79,5.59,169.9,coconut
21,12,21,27.08,94.0,5.84,181.17,coconut
28,14,30,28.49,96.19,5.75,178.01,coconut
23,11,36,29.55,92.99,6.08,191.66,coconut
18,17,30,25.2,95.95,5.56,199.08,coconut
17,15,36,28.14,92.1,5.59,160.62,coconut
22,17,25,25.65,95.5,5.93,229.53,coconut
21,23,24,25.04,92.0,6.48,219.5,coconut
17,14,24,24.68,96.6,6.09,175.86,coconut
13,22,27,28.2,91.16,5.92,182.88,coconut
22,16,32,25.7,95.29,6.05,181.39,coconut
21,10,23,24.08,96.84,6.33,196.69,coconut
22,7,24,27.66,95.14,5.91,184.82,coconut
21,16,26,28.87,93.72,5.47,156.33,coconut
19,19,29,27.12,91.68,6.31,159.3,coconut
20,21,32,24.96,90.38,5.97,145.28,coconut
24,16,30,26.34,99.15,7.14,168.64,coconut
22,16,28,26.15,92.09,5.55,185.73,coconut
18,5,32,27.34,98.17,6.15,138.63,coconut
9,13,26,28.81,94.78,6.45,142.48,coconut
25,18,19,29.38,95.03,6.16,153.98,coconut
27,11,34,28.63,92.36,6.79,181.39,coconut
24,9,40,25.56,97.36,5.6,160.13,coconut
24,20,23,29.04,97.41,5.62,215.57,coconut
13,13,32,26.12,95.46,6.1,170.92,coconut
25,15,31,29.12,96.78,6.31,146.87,coconut
23,12,23,27.29,92.54,6.32,195.96,coconut
11,12,22,26.71,95.94,5.9,160.86,coconut
27,6,36,26.58,94.6,5.79,214.17,coconut
14,16,32,24.98,92.5,5.94,153.43,coconut
16,14,33,26.89,97.5,5.6,144.3,coconut
30,13,23,24.79,97.49,5.86,169.26,coconut
20,20,29,30.92,95.13,6.42,195.73,coconut
20,13,31,28.17,93.37,6.07,206.51,coconut
31,19,39,26.46,96.55,6.54,153.19,coconut
18,22,25,25.39,98.62,6.48,186.4,coconut
20,14,31,29.77,95.4,6.87,153.15,coconut
20,14,24,27.17,95.84,6.21,229.86,coconut
23,20,30,29.92,100.0,6.21,150.78,coconut
18,17,32,28.45,95.95,6.0,159.7,coconut
23,23,35,28.2,97.37,5.85,162.89,coconut
17,15,27,29.21,93.61,5.68,224.16,coconut
18,16,32,25.69,97.89,6.25,214.56,coconut
17,16,30,27.8,91.16,6.04,139.94,coconut
22,7,20,28.63,93.43,5.6,207.37,coconut
22,19,29,31.42,93.29,6.7,174.07,coconut
12,17,31,25.82,92.49,5.99,184.34,coconut
8,20,27,25.4,97.15,5.99,206.0,coconut
23,15,29,28.12,93.77,5.66,190.85,coconut
20,16,35,27.23,94.84,5.76,186.37,coconut
22,19,27,26.71,96.78,6.1,152.94,coconut
27,9,33,25.5,99.51,5.38,204.41,coconut
20,14,30,28.35,92.54,5.67,191.84,coconut
12,13,45,25.95,97.67,5.77,188.33,coconut
24,20,28,30.38,93.33,6.09,181.73,coconut
15,14,30,26.75,100.0,5.66,205.09,coconut
25,15,25,26.25,93.51,5.29,150.51,coconut
13,21,33,28.58,96.27,6.07,212.12,coconut
17,16,33,25.42,100.0,6.01,179.15,coconut
27,19,30,27.6,91.04,5.78,188.53,coconut
23,20,29,25.32,97.44,6.57,198.06,coconut
20,20,47,27.57,91.52,5.77,191.24,coconut
12,16,31,29.7,98.08,6.35,121.53,coconut
25,18,31,24.8,92.86,5.53,125.22,coconut
20,12,43,27.15,98.03,5.37,162.35,coconut
21,12,27,27.07,94.22,6.74,185.06,coconut
23,18,33,27.28,94.0,6.07,204.52,coconut
26,15,33,27.11,94.88,5.81,171.06,coconut
27,16,30,25.23,94.03,5.9,154.87,coconut
21,14,30,27.58,92.41,5.84,177.53,coconut
26,17,26,28.0,99.07,6.37,189.29,coconut
24,21,35,28.25,97.47,5.57,138.04,coconut
118,46,16,25.55,70.49,6.63,74.48,cotton
97,57,13,22.72,84.34,7.22,67.0,cotton
125,48,28,24.71,79.09,6.47,71.37,cotton
107,56,19,25.03,87.37,5.72,95.65,cotton
117,49,15,22.39,82.24,8.09,92.34,cotton
132,44,16,22.34,77.36,5.87,71.6,cotton
110,44,19,24.62,79.73,6.61,56.74,cotton
110,38,20,25.72,84.49,7.28,78.7,cotton
110,40,12,25.88,78.93,6.28,70.38,cotton
106,46,23,23.2,68.54,6.81,78.43,cotton
114,40,19,24.03,79.68,7.11,75.14,cotton
111,57,21,25.55,85.93,7.16,91.44,cotton
98,47,18,27.26,84.44,6.58,84.77,cotton
119,49,14,24.62,78.66,7.04,71.61,cotton
109,55,14,21.94,79.54,6.51,69.68,cotton
118,33,14,28.01,82.1,6.53,85.32,cotton
123,53,18,25.85,69.61,6.37,82.27,cotton
120,38,20,22.65,78.42,7.41,91.21,cotton
105,37,17,23.85,76.51,7.42,84.47,cotton
121,35,23,18.26,83.97,7.37,75.11,cotton
132,45,19,24.58,95.73,7.57,88.71,cotton
106,47,15,25.54,80.5,6.34,81.27,cotton
106,47,15,23.95,83.55,6.87,75.61,cotton
119,51,14,24.42,86.39,7.19,80.99,cotton
124,49,22,19.85,72.03,7.4,62.24,cotton
121,43,15,24.6,80.81,7.96,72.8,cotton
134,48,16,25.5,82.63,6.92,83.5,cotton
109,39,22,23.45,79.4,7.04,83.48,cotton
99,56,19,23.49,81.95,7.02,89.5,cotton
123,51,24,25.67,79.0,6.34,100.31,cotton
114,42,12,24.58,80.54,6.14,85.74,cotton
111,67,16,23.03,75.43,7.54,75.83,cotton
108,51,13,25.15,88.71,7.18,87.95,cotton
127,59,23,24.78,84.32,6.46,89.62,cotton
104,43,6,24.7,76.58,7.46,84.98,cotton
130,37,23,28.11,83.62,7.3,82.34,cotton
110,52,12,23.06,70.94,6.55,88.0,cotton
123,46,19,20.13,77.94,6.56,72.39,cotton
124,39,16,19.73,78.33,6.36,81.25,cotton
105,46,18,27.24,82.29,5.98,65.12,cotton
117,38,7,26.6,83.4,7.16,73.01,cotton
122,40,19,22.06,87.38,6.11,95.09,cotton
117,42,19,25.37,86.63,7.06,69.61,cotton
117,60,24,25.72,83.78,7.25,94.21,cotton
111,35,19,22.26,74.52,6.54,110.12,cotton
118,48,14,20.21,75.7,7.62,84.31,cotton
124,51,16,26.68,76.64,7.6,85.61,cotton
95,40,11,26.23,79.68,5.79,84.81,cotton
110,34,25,24.11,78.33,6.7,62.14,cotton
101,56,17,23.94,69.58,6.24,87.62,cotton
121,60,24,23.44,82.16,6.74,104.96,cotton
130,47,19,26.79,82.7,7.68,53.98,cotton
122,41,26,26.99,79.96,7.67,101.7,cotton
117,65,18,23.47,84.13,6.72,81.32,cotton
133,46,12,24.63,76.32,7.33,88.65,cotton
134,53,23,22.56,83.82,7.88,72.04,cotton
138,41,15,24.49,83.38,7.36,68.76,cotton
122,40,13,22.04,76.05,7.16,94.13,cotton
99,48,14,25.16,76.69,6.37,89.9,cotton
109,43,10,25.79,83.9,6.9,61.97,cotton
131,40,17,28.52,76.28,7.27,87.05,cotton
121,48,20,24.44,79.54,7.66,64.55,cotton
129,52,21,26.13,79.34,5.97,79.43,cotton
105,40,14,22.95,76.82,5.71,88.7,cotton
143,50,18,23.79,77.7,6.95,79.86,cotton
106,59,13,25.34,79.29,7.85,84.39,cotton
112,44,19,21.61,75.97,6.01,69.22,cotton
118,48,11,23.63,82.62,6.82,72.69,cotton
112,41,16,24.25,91.34,6.53,76.48,cotton
116,40,23,19.16,77.14,7.31,76.77,cotton
107,49,22,24.32,75.79,7.13,75.48,cotton
125,57,8,24.12,71.12,8.12,74.68,cotton
125,45,15,22.06,87.73,7.38,103.62,cotton
117,48,17,23.33,74.59,6.94,70.83,cotton
122,47,20,27.25,79.61,7.28,104.92,cotton
132,55,17,24.36,73.21,7.15,83.59,cotton
117,54,14,27.17,84.31,6.86,78.52,cotton
122,58,19,24.19,79.89,7.79,75.87,cotton
116,57,19,26.17,75.24,6.8,98.11,cotton
108,44,20,21.92,77.73,6.96,80.86,cotton
132,58,15,24.12,83.17,7.66,88.92,cotton
120,51,21,22.04,80.76,7.63,77.81,cotton
118,44,9,23.94,81.31,6.64,66.44,cotton
106,52,26,26.66,73.08,7.33,72.34,cotton
110,42,21,25.82,79.31,6.86,85.87,cotton
123,55,13,23.94,74.46,6.87,77.59,cotton
116,39,13,19.71,79.14,6.68,72.19,cotton
132,39,24,27.15,70.05,6.95,75.5,cotton
82,34,22,27.94,84.31,7.06,80.04,cotton
137,63,16,19.9,69.31,7.56,79.74,cotton
119,31,15,23.31,80.84,6.7,67.85,cotton
107,55,19,25.12,75.31,5.42,74.02,cotton
106,48,32,25.29,93.48,7.18,72.74,cotton
121,60,26,22.75,81.07,6.19,90.2,cotton
135,46,16,24.62,81.89,6.94,82.44,cotton
114,53,21,21.93,74.75,6.77,89.14,cotton
118,40,20,23.24,84.2,7.07,76.52,cotton
119,56,16,24.71,79.45,7.11,72.45,cotton
118,54,15,21.24,73.34,6.31,87.44,cotton
100,43,21,24.73,77.87,7.0,81.59,cotton
75,44,51,26.52,92.0,6.5,173.0,jute
64,40,49,23.86,89.2,6.2,153.63,jute
74,45,44,25.8,77.52,6.65,168.32,jute
68,39,45,21.24,87.69,6.56,159.25,jute
85,56,45,25.9,85.03,6.01,164.26,jute
68,54,38,26.59,82.28,6.36,162.96,jute
90,40,40,23.33,78.03,6.68,159.04,jute
68,48,35,23.28,74.9,6.67,193.57,jute
93,40,50,22.89,85.02,6.41,157.28,jute
70,45,42,26.24,74.88,6.3,156.37,jute
76,44,35,25.44,90.91,6.5,166.03,jute
83,42,43,23.46,88.76,6.84,162.3,jute
72,42,46,22.36,76.26,6.48,174.39,jute
75,35,38,24.7,76.46,6.97,193.09,jute
77,47,29,24.06,84.62,6.53,159.95,jute
100,58,42,27.18,68.47,6.38,165.3,jute
75,42,27,25.67,82.32,7.34,158.93,jute
69,27,38,26.7,76.54,7.56,169.57,jute
79,36,41,20.94,83.07,6.99,201.89,jute
67,47,42,25.78,75.27,5.74,181.64,jute
76,42,43,24.81,73.0,5.93,152.12,jute
101,51,40,24.54,78.36,7.17,164.89,jute
83,43,49,26.38,85.83,6.47,195.86,jute
74,46,48,22.81,80.62,6.88,185.1,jute
73,60,33,27.82,85.68,7.46,142.94,jute
69,56,30,21.69,77.16,6.78,206.54,jute
76,41,41,25.84,81.81,6.63,135.6,jute
68,55,40,24.25,85.19,6.25,170.19,jute
79,42,40,24.52,72.6,6.77,148.13,jute
79,55,38,22.56,78.97,6.37,186.59,jute
76,57,45,24.59,83.18,6.54,175.38,jute
74,51,47,26.5,84.21,7.07,185.73,jute
66,57,49,24.43,77.75,6.94,185.72,jute
75,37,41,26.0,83.23,6.84,169.28,jute
87,46,37,24.54,70.87,6.63,188.47,jute
81,56,38,25.87,83.56,7.64,177.6,jute
67,51,49,24.25,83.81,7.19,195.04,jute
79,41,39,25.82,84.14,6.83,167.1,jute
83,52,41,23.23,78.69,7.08,147.04,jute
57,56,42,26.11,74.22,7.0,180.2,jute
62,55,40,24.11,77.71,5.89,186.57,jute
80,44,46,22.13,76.62,6.36,169.12,jute
78,49,38,23.15,88.03,7.66,177.57,jute
70,56,32,24.23,76.12,6.24,169.1,jute
69,46,40,23.66,77.75,6.61,190.9,jute
76,51,42,26.04,86.54,6.25,165.24,jute
95,44,25,24.49,80.27,5.65,201.38,jute
70,48,38,22.32,74.25,6.33,196.41,jute
76,42,35,27.29,86.92,7.17,184.55,jute
80,37,38,23.53,70.47,7.12,160.78,jute
89,52,42,26.13,76.52,7.44,175.56,jute
81,41,35,25.85,80.69,6.38,145.93,jute
65,54,36,24.22,86.85,6.25,160.16,jute
70,57,49,26.4,83.52,6.47,213.65,jute
80,51,39,24.36,87.92,6.92,203.73,jute
80,40,37,25.11,76.47,6.26,198.73,jute
72,46,41,23.72,86.85,6.25,179.93,jute
80,45,33,26.64,83.32,6.43,188.85,jute
81,37,35,27.18,81.15,6.47,157.53,jute
72,42,35,21.42,85.3,7.09,149.23,jute
79,39,38,24.21,77.46,7.5,165.89,jute
69,40,45,21.6,75.79,7.28,179.58,jute
79,60,41,23.48,78.19,6.25,199.82,jute
83,53,46,24.07,74.88,6.68,157.24,jute
79,53,39,25.2,79.13,7.02,161.34,jute
56,49,44,25.79,76.4,6.25,184.59,jute
79,45,49,23.01,88.48,6.71,137.99,jute
76,52,38,21.95,78.78,6.36,184.54,jute
85,38,36,26.41,75.31,6.27,151.13,jute
81,48,36,24.91,87.24,6.31,135.67,jute
82,45,36,26.2,83.8,5.82,161.65,jute
101,50,43,27.25,79.69,7.02,189.06,jute
83,43,40,23.72,79.66,6.23,158.89,jute
75,39,37,24.57,81.61,7.08,165.42,jute
91,52,42,25.21,81.2,7.17,199.17,jute
91,46,42,27.59,76.48,6.57,175.02,jute
86,52,38,21.88,80.83,6.33,144.9,jute
65,48,46,24.98,80.66,7.17,143.81,jute
83,45,42,23.93,75.51,6.76,207.68,jute
86,42,33,21.54,86.18,6.32,168.19,jute
91,34,47,24.39,73.86,6.6,160.25,jute
82,41,30,24.46,72.82,6.78,150.96,jute
73,47,38,25.4,83.0,6.24,173.41,jute
44,47,38,22.93,81.18,7.17,165.18,jute
68,47,33,23.58,85.71,6.72,137.11,jute
60,47,44,21.66,81.85,7.23,212.46,jute
81,49,29,29.1,76.72,6.33,169.6,jute
93,61,40,26.9,79.82,6.28,204.23,jute
71,56,46,26.13,88.74,7.59,171.2,jute
69,32,51,24.02,85.28,6.4,205.47,jute
70,37,38,23.84,82.58,6.68,187.25,jute
75,41,37,28.99,80.73,5.91,164.3,jute
78,58,45,23.06,91.69,6.69,199.63,jute
66,29,32,18.4,90.16,6.79,156.21,jute
82,47,43,27.32,78.15,6.35,191.26,jute
86,46,50,24.02,75.1,6.87,161.2,jute
82,40,37,28.68,77.57,6.38,198.11,jute
67,41,42,26.78,85.7,6.4,186.62,jute
73,41,46,23.8,80.99,6.76,153.28,jute
87,49,30,25.45,75.74,7.14,145.79,jute
96,29,30,27.03,51.21,7.36,168.5,coffee
117,32,29,22.93,55.98,7.34,185.71,coffee
93,13,28,24.92,57.55,6.91,175.52,coffee
112,30,20,24.82,70.32,6.85,165.36,coffee
105,30,18,25.02,58.61,7.21,158.95,coffee
81,30,25,23.07,54.63,6.92,183.18,coffee
106,31,32,25.7,62.28,5.73,160.22,coffee
88,33,29,25.56,51.27,7.11,170.55,coffee
107,23,26,25.95,55.33,6.87,114.78,coffee
